:START_ID,:END_ID,:TYPE,weight
why_desperation/2f27fe46,event/8e794986,MOTIVATES,1.0
why_preparation/b0f306a9,event/d351d1bd,MOTIVATES,1.0
why_fear/98271da8,event/d351d1bd,MOTIVATES,1.0
why_escape/75565c75,event/f56428c6,MOTIVATES,1.0
why_fear/6a018143,event/f56428c6,MOTIVATES,1.0
why_fear/b3806050,event/d02bdce3,MOTIVATES,1.0
why_guilt/46bc9c28,event/d02bdce3,MOTIVATES,1.0
why_confusion/67557833,event/cd844b64,MOTIVATES,1.0
why_deliver_breakfast/aa9de6c6,event/0cd19d49,MOTIVATES,1.0
why_deliver_breakfast/7b7b1c8d,event/db237e50,MOTIVATES,1.0
why_surprise/2132f2a1,event/b6ea8585,MOTIVATES,1.0
why_hunger/142a793e,event/2e8c0853,MOTIVATES,1.0
why_distrust/1c8fcfbc,event/2e8c0853,MOTIVATES,1.0
why_fear_of_being_caught/b1611acb,event/cf22f232,MOTIVATES,1.0
why_pity/870fdea9,event/33643d45,MOTIVATES,1.0
why_gratitude/4803d91f,event/7aa98aef,MOTIVATES,1.0
why_hunger/e122e41a,event/7ffbc140,MOTIVATES,1.0
why_fear/b595d6a7,event/dc9930c9,MOTIVATES,1.0
why_concern/2e5d3dbf,event/f7d3a675,MOTIVATES,1.0
why_confusion/26260579,event/5be9aaaa,MOTIVATES,1.0
why_clarification/5073984f,event/84c2863b,MOTIVATES,1.0
why_dismissal/92dc7e1e,event/03252d53,MOTIVATES,1.0
why_surprise/e93fa8f9,event/70a62352,MOTIVATES,1.0
why_curiosity/fa8cce62,event/fc8d44b5,MOTIVATES,1.0
why_clarification/b6fe5cf2,event/b78061f6,MOTIVATES,1.0
why_threat/f3ede5d2,event/ca994bc1,MOTIVATES,1.0
why_clarification/b2234f19,event/b2ea6ca8,MOTIVATES,1.0
why_curiosity/7f1da401,event/da91b58f,MOTIVATES,1.0
why_realization/12f03b88,event/49514183,MOTIVATES,1.0
why_clarification/ed4cee8b,event/ac83c582,MOTIVATES,1.0
why_isolation/1eb4db22,event/68be983c,MOTIVATES,1.0
why_pursuit/391cd80d,event/07a43735,MOTIVATES,1.0
why_desperation/ec763c39,event/27c446b4,MOTIVATES,1.0
why_fear/f0f192ca,event/be41a2bf,MOTIVATES,1.0
why_fear/869b0813,event/ae2a286d,MOTIVATES,1.0
why_desire_to_return_home/dbada3cb,event/ae2a286d,MOTIVATES,1.0
why_fear/dbf4f1c3,event/4731ddae,MOTIVATES,1.0
why_opportunity/864cead2,event/4731ddae,MOTIVATES,1.0
why_fear_of_discovery/010066f9,event/c8869ddd,MOTIVATES,1.0
why_preparation_for_festivities/70b8aa74,event/c9b5c44c,MOTIVATES,1.0
why_avoidance_of_cleaning/a73aee96,event/77fdd939,MOTIVATES,1.0
why_confrontation/edf540f8,event/d8497f9c,MOTIVATES,1.0
why_conciliation/5c40f8dd,event/9c59e744,MOTIVATES,1.0
why_secret_communication/faccd3d4,event/31867f49,MOTIVATES,1.0
why_festive_meal/bbe89424,event/1c523f39,MOTIVATES,1.0
why_house_preparation/0032d708,event/0f131a48,MOTIVATES,1.0
why_sister's_religious_duty/bb06909b,event/61998b19,MOTIVATES,1.0
why_going_to_church/a9afe4db,event/64f7627f,MOTIVATES,1.0
why_fear_of_retribution/9611563d,event/1cac22e1,MOTIVATES,1.0
why_christmas_dinner_invitation/ef94d5ad,event/af182d91,MOTIVATES,1.0
why_pride/f4440d84,event/f2d3f3f0,MOTIVATES,1.0
why_ambition/9e7948df,event/f2d3f3f0,MOTIVATES,1.0
why_hospitality/90fe2dbe,event/061e672d,MOTIVATES,1.0
why_tradition/08879480,event/d4fb9e3d,MOTIVATES,1.0
why_courtesy/fa37d96b,event/d4fb9e3d,MOTIVATES,1.0
why_gratitude/90dd0ccf,event/445f817a,MOTIVATES,1.0
why_tradition/00aa60ac,event/524a60a3,MOTIVATES,1.0
why_celebration/37a3901f,event/524a60a3,MOTIVATES,1.0
why_social_dynamics/87284641,event/ca6ee601,MOTIVATES,1.0
why_annoyance/8c7cc93f,event/2e90eaf6,MOTIVATES,1.0
why_fear_of_discovery/3ce7c3ec,event/0d2ec814,MOTIVATES,1.0
why_reaction_to_tar-water/949ab7f2,event/c1b553b1,MOTIVATES,1.0
why_concern_for_mr._pumblechook/57eff6a5,event/ebf474ac,MOTIVATES,1.0
why_realization_of_tar-water/4a3c2cff,event/f2b485a6,MOTIVATES,1.0
why_desire_to_recover_from_tar-wat/1ea89dc4,event/f3465870,MOTIVATES,1.0
why_to_calm_mr._pumblechook/80ef3fbb,event/478aba66,MOTIVATES,1.0
why_to_enjoy_the_meal/62d2a12b,event/b8a3febe,MOTIVATES,1.0
why_fear/ef6967f5,event/9828256e,MOTIVATES,1.0
why_confusion/3f79bb7e,event/c4bbb26a,MOTIVATES,1.0
why_surprise/3d899064,event/c4bbb26a,MOTIVATES,1.0
why_authority/88c8210d,event/b8bd9f28,MOTIVATES,1.0
why_duty/36b4a964,event/b1150a4a,MOTIVATES,1.0
why_duty/d466b148,event/eefd3e5e,MOTIVATES,1.0
why_urgency/da209bbe,event/5fcc89cd,MOTIVATES,1.0
why_waiting/45b3fd1b,event/0b586ecf,MOTIVATES,1.0
why_fear/98d79df9,event/bd661a3e,MOTIVATES,1.0
why_relief/e1d40db3,event/52b7da9d,MOTIVATES,1.0
why_timekeeping/d275d05c,event/9c110f3d,MOTIVATES,1.0
why_curiosity/1eba28d4,event/b3d844eb,MOTIVATES,1.0
why_courage/426aabad,event/b3d844eb,MOTIVATES,1.0
why_companionship/1d0eee45,event/5716284b,MOTIVATES,1.0
why_companionship/5152d06c,event/35bacf3a,MOTIVATES,1.0
why_curiosity/2d21a3c5,event/35bacf3a,MOTIVATES,1.0
why_concern/b409224c,event/6ace4426,MOTIVATES,1.0
why_politeness/9bbc18c7,event/c45c3b5a,MOTIVATES,1.0
why_duty/626a7768,event/0d906e2d,MOTIVATES,1.0
why_safety/5b998886,event/29775b06,MOTIVATES,1.0
why_fear/c7b14aea,event/64144b22,MOTIVATES,1.0
why_hope/3bce1360,event/64144b22,MOTIVATES,1.0
why_hope/2a7630f5,event/54a1c09f,MOTIVATES,1.0
why_duty/5b6cf2ff,event/e4d5c446,MOTIVATES,1.0
why_search/9e060d93,event/a26a6dca,MOTIVATES,1.0
why_search/09e0b76a,event/581eed23,MOTIVATES,1.0
why_protection/4f078ea5,event/13da7957,MOTIVATES,1.0
why_fear_of_betrayal/b12396a5,event/1f53011b,MOTIVATES,1.0
why_pursuit/69023d7f,event/88b915c5,MOTIVATES,1.0
why_alarm/17a19330,event/a944c717,MOTIVATES,1.0
why_pursuit/01569b13,event/26d00b9d,MOTIVATES,1.0
why_capture/5e17e639,event/c5976e5a,MOTIVATES,1.0
why_capture/44d33dbc,event/3060044a,MOTIVATES,1.0
why_capture/7fbc4ae0,event/c58d08c1,MOTIVATES,1.0
why_accusation/3f6f5c16,event/7d400588,MOTIVATES,1.0
why_capture/e5402cae,event/45d749af,MOTIVATES,1.0
why_fear/d589510f,event/33ea5312,MOTIVATES,1.0
why_desperation/8f5fe558,event/d60ae9d0,MOTIVATES,1.0
why_frustration/d8b03799,event/269a9ba7,MOTIVATES,1.0
why_fear/b0272ee1,event/fbc331a9,MOTIVATES,1.0
why_anger/6310f967,event/7646a3cf,MOTIVATES,1.0
why_anxiety/b893b704,event/0e7dba00,MOTIVATES,1.0
why_anger/f6f38d09,event/50fa6d42,MOTIVATES,1.0
why_authority/c923d114,event/05335b82,MOTIVATES,1.0
why_recognition/7fbf2fdb,event/cba8f8fe,MOTIVATES,1.0
why_innocence/1ec5925c,event/a1f2acf7,MOTIVATES,1.0
why_prevent_suspicion/817aa727,event/d9e691c1,MOTIVATES,1.0
why_opportunity_to_speak_later/b4d2157c,event/a9ec3902,MOTIVATES,1.0
why_hunger/6aacc276,event/06c6a4e2,MOTIVATES,1.0
why_theft_accusation/253ce0e1,event/c6821100,MOTIVATES,1.0
why_missing_pie/b6878825,event/e3cd204b,MOTIVATES,1.0
why_hunger/2d094b98,event/af6680ad,MOTIVATES,1.0
why_sympathy/9447d2fe,event/9b3cc9d4,MOTIVATES,1.0
why_transfer_to_prison-ship/70d8f04b,event/79a552af,MOTIVATES,1.0
why_transport/2b17f946,event/15145950,MOTIVATES,1.0
why_incarceration/3be429e9,event/bc018186,MOTIVATES,1.0
why_philip_pirrip_was_sleepy/6f96f4b7,event/9a248845,MOTIVATES,1.0
why_being_knocked_up/ae8f7d62,event/ac8f2c0a,MOTIVATES,1.0
why_having_been_newly_set_upon_his/75833efc,event/63da96f7,MOTIVATES,1.0
why_having_been_fast_asleep/29f6fc0a,event/63da96f7,MOTIVATES,1.0
why_waking_in_the_heat_and_lights/0818bf30,event/63da96f7,MOTIVATES,1.0
why_convict's_confession/6f105e85,event/4eb0636d,MOTIVATES,1.0
why_tiredness/ed9beb30,event/244ed188,MOTIVATES,1.0
why_slumberous_offence_to_the_comp/18910de5,event/b6e01f33,MOTIVATES,1.0
why_difficulty_in_learning/25a84e55,event/4cec08d9,MOTIVATES,1.0
why_learning_progress/872850ca,event/02b7e1f5,MOTIVATES,1.0
why_desire_to_communicate/ecc772d4,event/07b0ed24,MOTIVATES,1.0
why_sharing_knowledge/6afc099a,event/1683a749,MOTIVATES,1.0
why_pride_in_pip's_progress/75f67b84,event/2bef6b26,MOTIVATES,1.0
why_desire_to_understand/c015bd48,event/35ca1d35,MOTIVATES,1.0
why_alcoholism/67e5c2ca,event/889950ef,MOTIVATES,1.0
why_abuse/c0c8d2c4,event/6a0a1155,MOTIVATES,1.0
why_desire_for_education/39de516e,event/397d3e5e,MOTIVATES,1.0
why_possessiveness/d2007ebb,event/defee68d,MOTIVATES,1.0
why_necessity/0635feca,event/49488aa7,MOTIVATES,1.0
why_economic_necessity/65d1c43e,event/9d4a9fc3,MOTIVATES,1.0
why_pride/7e9b46a6,event/6a5f0bc0,MOTIVATES,1.0
why_surprise_at_his_own_ability/2d469719,event/3bc94e5a,MOTIVATES,1.0
why_honor_his_father/3473a538,event/15365762,MOTIVATES,1.0
why_poor_health/e34a631b,event/9e6dd960,MOTIVATES,1.0
why_financial_difficulties/6b57d7e1,event/9e6dd960,MOTIVATES,1.0
why_natural_causes/55fa3e8f,event/89f081c4,MOTIVATES,1.0
why_loneliness/4a5bce96,event/ff79db7b,MOTIVATES,1.0
why_admiration/a82424d5,event/81be99c7,MOTIVATES,1.0
why_desire_for_companionship/b5c0a122,event/0957d95a,MOTIVATES,1.0
why_care_for_pip/feb0a289,event/8d65908a,MOTIVATES,1.0
why_fear_of_mrs._joe_gargery/92492ab5,event/b64160f1,MOTIVATES,1.0
why_fear_of_change/115fd614,event/6455dfe0,MOTIVATES,1.0
why_fear_of_mrs._joe_gargery/89239c17,event/ebdee8d7,MOTIVATES,1.0
why_fear_of_repeating_past_mistake/8f9ae79a,event/b8e7b97a,MOTIVATES,1.0
why_compassion/36ab6e0f,event/f8f25622,MOTIVATES,1.0
why_admiration/d8212788,event/d1fea60a,MOTIVATES,1.0
why_concern/e49c2ffd,event/3bd3405f,MOTIVATES,1.0
why_expectation/347ab1c3,event/8b268b0a,MOTIVATES,1.0
why_return_from_market/a64ac6d3,event/06a1c8b8,MOTIVATES,1.0
why_expectation_of_gratitude/865f4560,event/59a9a8da,MOTIVATES,1.0
why_desperation/2767453d,event/c792d338,MOTIVATES,1.0
why_shyness/cb2d7cfe,event/30576ef4,MOTIVATES,1.0
why_scorn/57c7d383,event/17afdf8d,MOTIVATES,1.0
why_fear/0468e150,event/a9fa3f8a,MOTIVATES,1.0
why_emotional_pain/b90f19c4,event/82413f32,MOTIVATES,1.0
why_boredom/5f2d6c94,event/29cdb72f,MOTIVATES,1.0
why_exhaustion/a438510e,event/29cdb72f,MOTIVATES,1.0
why_sick_fancy/efbd9b18,event/1b9674df,MOTIVATES,1.0
why_fear_of_sister/3047ccf8,event/e7abb1fa,MOTIVATES,1.0
why_unequal_to_performance/e261443b,event/e7abb1fa,MOTIVATES,1.0
why_fear_of_sister/2aabc2ab,event/dfae8126,MOTIVATES,1.0
why_new_and_strange_environment/56e75c06,event/dfae8126,MOTIVATES,1.0
why_miss_havisham's_instruction/14302c72,event/bee60dae,MOTIVATES,1.0
why_disdain/8affa375,event/82dee4b0,MOTIVATES,1.0
why_class_distinction/9b7da0fd,event/82dee4b0,MOTIVATES,1.0
why_contempt_from_estella/2f47fcad,event/1e236a8a,MOTIVATES,1.0
why_superiority/8a937bc9,event/53dbccf5,MOTIVATES,1.0
why_class_distinction/7be9b030,event/53dbccf5,MOTIVATES,1.0
why_curiosity/0e230155,event/e8f1fcf2,MOTIVATES,1.0
why_honesty/19178daf,event/c8d8ca61,MOTIVATES,1.0
why_pressure/4fe8b98d,event/c8d8ca61,MOTIVATES,1.0
why_discomfort/df65caca,event/26753bf5,MOTIVATES,1.0
why_desire_for_escape/1aeb1c46,event/26753bf5,MOTIVATES,1.0
why_authority/a09c0d67,event/55d3901a,MOTIVATES,1.0
why_control/050248dc,event/55d3901a,MOTIVATES,1.0
why_competition/30e57b97,event/0552c322,MOTIVATES,1.0
why_disdain/8a495f52,event/0552c322,MOTIVATES,1.0
why_expectation/70a6d4c3,event/a47fb412,MOTIVATES,1.0
why_control/0e1528a0,event/a47fb412,MOTIVATES,1.0
why_self-consciousness/a81e8c7a,event/9279e540,MOTIVATES,1.0
why_disdain/d8533cbd,event/98735de8,MOTIVATES,1.0
why_humiliation/98cbe10a,event/3c714e2c,MOTIVATES,1.0
why_schadenfreude/ddf5a4c2,event/3cfc4fdf,MOTIVATES,1.0
why_emotional_pain/978c546f,event/4cf6da6d,MOTIVATES,1.0
why_injustice/76fa1732,event/196187b0,MOTIVATES,1.0
why_injured_feelings/cf645fb6,event/196187b0,MOTIVATES,1.0
why_preparation/74510cf6,event/1942ba5c,MOTIVATES,1.0
why_composure/d3da98cf,event/1942ba5c,MOTIVATES,1.0
why_avoidance/2c29526a,event/02ab0d59,MOTIVATES,1.0
why_exploration/c16cccfe,event/ca8f1f5a,MOTIVATES,1.0
why_departure/b7323944,event/f6db3703,MOTIVATES,1.0
why_terror/6430e959,event/85a28aea,MOTIVATES,1.0
why_terror/0ff5a566,event/065b5fc7,MOTIVATES,1.0
why_superiority/10bc3ae1,event/893ebe48,MOTIVATES,1.0
why_contempt/6859713c,event/2bfd3086,MOTIVATES,1.0
why_relief/751d17e8,event/bbfee745,MOTIVATES,1.0
why_reflection/d4e8cc7f,event/7fb05096,MOTIVATES,1.0
why_curiosity/899d19c6,event/aa6b5685,MOTIVATES,1.0
why_insufficient_answers/d4045097,event/bf76d86a,MOTIVATES,1.0
why_fear_of_misunderstanding/ca50b170,event/dafa4028,MOTIVATES,1.0
why_fear_of_misunderstanding/5cfe750b,event/a484abb4,MOTIVATES,1.0
why_reticence/556b1b18,event/538dcbcf,MOTIVATES,1.0
why_curiosity/f90937de,event/f84e61db,MOTIVATES,1.0
why_frustration/d09dbe05,event/9802cae6,MOTIVATES,1.0
why_conflict_mediation/2491c282,event/2b7616e5,MOTIVATES,1.0
why_interrogation/9714ef59,event/e38a6701,MOTIVATES,1.0
why_avoiding_conflict/0e0a7755,event/80d05558,MOTIVATES,1.0
why_testing_knowledge/bd729643,event/31dcd9d3,MOTIVATES,1.0
why_aggravation/84389ff5,event/fda89800,MOTIVATES,1.0
why_amazement/7459d3cc,event/c1402318,MOTIVATES,1.0
why_amazement/0faf3cde,event/e6c96e48,MOTIVATES,1.0
why_guilt/d40581be,event/5ed2a163,MOTIVATES,1.0
why_guilt/5cd7d654,event/d40cac6e,MOTIVATES,1.0
why_surprise/073a02c9,event/b3bd25c6,MOTIVATES,1.0
why_insecurity/7291bf06,event/fb3c70e0,MOTIVATES,1.0
why_moral_guidance/42f7bfb1,event/5ee9c3e6,MOTIVATES,1.0
why_reassurance/4e29ef64,event/d6c5d9c7,MOTIVATES,1.0
why_concern_for_pip's_future/6d94718d,event/b13c77be,MOTIVATES,1.0
why_desire_to_be_uncommon/b54c374f,event/23ff0a80,MOTIVATES,1.0
why_comparison_with_estella/d3060164,event/23ff0a80,MOTIVATES,1.0
why_nostalgia/8f2256cf,event/8b733855,MOTIVATES,1.0
why_comparison_with_current_life/88caa0ca,event/8b733855,MOTIVATES,1.0
why_desire_for_social_status/fa3f6eef,event/686b35bc,MOTIVATES,1.0
why_comparison_with_estella/ee974039,event/686b35bc,MOTIVATES,1.0
why_desire_to_become_uncommon/b93bbf20,event/6ebf4ac9,MOTIVATES,1.0
why_desire_to_get_on_in_life/beb84c5a,event/993fdec8,MOTIVATES,1.0
why_obliging_nature/a5cef0c9,event/9ae515e7,MOTIVATES,1.0
why_discipline/c0fd2ad0,event/61607c32,MOTIVATES,1.0
why_learning/86685103,event/f10f30fa,MOTIVATES,1.0
why_fatigue_or_rheumatism/e132b9e2,event/e73a069b,MOTIVATES,1.0
why_competition/fcca0e9a,event/ba0b5d13,MOTIVATES,1.0
why_discipline/405ca657,event/b6c1f0e4,MOTIVATES,1.0
why_discipline/ffc940bf,event/22a2187d,MOTIVATES,1.0
why_learning/a48c19fe,event/7c9bd949,MOTIVATES,1.0
why_discipline/cc2717e4,event/9eb2c0ed,MOTIVATES,1.0
why_received_strict_orders_from_my/f22b9ed5,event/5730f16d,MOTIVATES,1.0
why_to_rinse_the_rum_out/4ed8892e,event/58caffa4,MOTIVATES,1.0
why_to_restore_the_notes/d6f81ebc,event/06bac510,MOTIVATES,1.0
why_haunted_by_the_file/fe3fd1fd,event/7f4011a6,MOTIVATES,1.0
why_to_coax_himself_to_sleep/092e6fb7,event/0e5e0c13,MOTIVATES,1.0
why_awareness_of_being_observed/28ceb0b9,event/c10f799b,MOTIVATES,1.0
why_awareness_of_being_observed/e55eb27d,event/6a07cdf4,MOTIVATES,1.0
why_perception_of_deceit/3895ff28,event/8daa2c01,MOTIVATES,1.0
why_tiredness/ebd98c19,event/3868a308,MOTIVATES,1.0
why_physical_resemblance/ee55f33f,event/f8f2758a,MOTIVATES,1.0
why_frustration/90b78424,event/c5334bb4,MOTIVATES,1.0
why_concern_for_family_reputation/44d06dad,event/a4298dd8,MOTIVATES,1.0
why_family_reputation/ff4da486,event/712996a9,MOTIVATES,1.0
why_urgency/1105ce32,event/d3e83a42,MOTIVATES,1.0
why_transition/577eb418,event/c8409c9f,MOTIVATES,1.0
why_superiority/1c42bffd,event/67d75a8c,MOTIVATES,1.0
why_testing/0049bb70,event/b40041ca,MOTIVATES,1.0
why_provocation/053db443,event/b40041ca,MOTIVATES,1.0
why_movement/14933764,event/145785fa,MOTIVATES,1.0
why_encounter/40dc8207,event/145785fa,MOTIVATES,1.0
why_curiosity/1e30d3a2,event/54faacea,MOTIVATES,1.0
why_inspection/7b89fac8,event/54faacea,MOTIVATES,1.0
why_experience/9378c2b3,event/56e9819e,MOTIVATES,1.0
why_authority/8d1d391f,event/56e9819e,MOTIVATES,1.0
why_obligation/35f27702,event/e5c121b2,MOTIVATES,1.0
why_meeting/5bb89ce9,event/e5c121b2,MOTIVATES,1.0
why_expectation/95555bc2,event/1bdefde8,MOTIVATES,1.0
why_routine/4a1f810d,event/1bdefde8,MOTIVATES,1.0
why_confusion/c189eeeb,event/dc911169,MOTIVATES,1.0
why_mortality/260ef455,event/6b5c60de,MOTIVATES,1.0
why_miss_havisham's_desire_to_move/ff4a2377,event/d2aeff96,MOTIVATES,1.0
why_miss_havisham's_request/109119f8,event/46616eda,MOTIVATES,1.0
why_estella_was_called/fbf9e98a,event/0e2521ef,MOTIVATES,1.0
why_social_politeness/71049ac2,event/d985f374,MOTIVATES,1.0
why_miss_havisham's_self-perceptio/dc0aa9b0,event/ac256b54,MOTIVATES,1.0
why_camilla's_affection_and_sensit/d429084f,event/977f08bc,MOTIVATES,1.0
why_family_feelings/a2d0b47d,event/fb2309a8,MOTIVATES,1.0
why_camilla's_emotional_state/fe2fa26f,event/edae0b22,MOTIVATES,1.0
why_agreement_on_thinking/22863020,event/0baec0ab,MOTIVATES,1.0
why_affectionate_disposition/167cb66f,event/973281e3,MOTIVATES,1.0
why_ongoing_conversation/8da599fc,event/4debef92,MOTIVATES,1.0
why_matthew's_conduct/efabf179,event/30b16616,MOTIVATES,1.0
why_matthew's_conduct/f5ad928f,event/f63093c7,MOTIVATES,1.0
why_reflection_on_her_own_mortalit/be52b520,event/c0b3d546,MOTIVATES,1.0
why_observation_of_the_situation/3984c2ee,event/bb711fc1,MOTIVATES,1.0
why_desire_to_see_interaction/6eaefead,event/32fd7020,MOTIVATES,1.0
why_emphasis_on_estella's_beauty/576a152d,event/5d43f648,MOTIVATES,1.0
why_continuation_of_previous_treat/38e57beb,event/34136b4f,MOTIVATES,1.0
why_exploration/64e70fa3,event/1793e98f,MOTIVATES,1.0
why_unexpected_encounter/d69826a1,event/0c1849cc,MOTIVATES,1.0
why_curiosity_or_confrontation/75efb456,event/0a26d68f,MOTIVATES,1.0
why_observation_of_his_activities/fa6e1fa2,event/e2d15807,MOTIVATES,1.0
why_challenge/e53a282a,event/d6674367,MOTIVATES,1.0
why_provocation/b6133ed1,event/15e4f08d,MOTIVATES,1.0
why_self-defense/2c9a4d70,event/3d6cd319,MOTIVATES,1.0
why_taunting/9137e321,event/d114ca5c,MOTIVATES,1.0
why_preparation_for_fight/56356385,event/d79dba56,MOTIVATES,1.0
why_preparation_for_fight/94657adf,event/28ee4ffc,MOTIVATES,1.0
why_preparation_for_fight/3a44ae9d,event/4f6afc9d,MOTIVATES,1.0
why_fear/e7dfb33a,event/a5b559ab,MOTIVATES,1.0
why_self-defense/df069e1d,event/c7515da0,MOTIVATES,1.0
why_determination/d72718aa,event/25e51804,MOTIVATES,1.0
why_self-defense/8ef9b92d,event/e6855ffe,MOTIVATES,1.0
why_persistence/a1ed675a,event/fdfc9156,MOTIVATES,1.0
why_defeat/3d6d5224,event/30d784ca,MOTIVATES,1.0
why_guilt/67fc4583,event/fd9092ab,MOTIVATES,1.0
why_respect/965d013a,event/edb18783,MOTIVATES,1.0
why_affection/fb21ecc7,event/9ac25ad1,MOTIVATES,1.0
why_affection/1ccf7d4f,event/1eb85d24,MOTIVATES,1.0
why_fear_of_consequences/aa0861c0,event/5d3b96be,MOTIVATES,1.0
why_fear_of_punishment/a40c5095,event/117fc93b,MOTIVATES,1.0
why_remove_evidence/796f3e46,event/dc3c3685,MOTIVATES,1.0
why_fear_of_legal_consequences/229c5da0,event/dc4c33fe,MOTIVATES,1.0
why_obligation/05906efb,event/061f194f,MOTIVATES,1.0
why_curiosity/05dbced7,event/684ef117,MOTIVATES,1.0
why_hide_evidence/928f9235,event/de33ae0c,MOTIVATES,1.0
why_surprise/c2b4b809,event/4facbc99,MOTIVATES,1.0
why_fancy/5c263ba1,event/f20c6a36,MOTIVATES,1.0
why_customary/28c689a6,event/13259a01,MOTIVATES,1.0
why_betrayed_into_enormous_inventi/d2db8fe5,event/6cce15e4,MOTIVATES,1.0
why_natural_inclination/024727f2,event/f392e512,MOTIVATES,1.0
why_aggravation/10b843d0,event/748ac80c,MOTIVATES,1.0
why_discussing_prospects/707e77da,event/6fda9bdc,MOTIVATES,1.0
why_discussing_prospects/13cbe290,event/a76d3dd7,MOTIVATES,1.0
why_discussing_prospects/05d635ee,event/a50a6388,MOTIVATES,1.0
why_speculations_about_miss_havish/8c7233d3,event/1da316e6,MOTIVATES,1.0
why_moral_reprimand/59cc3b72,event/212fdc34,MOTIVATES,1.0
why_supervision/08cfd3d1,event/4151932c,MOTIVATES,1.0
why_thoughtfulness/b57830ed,event/6fe9abd0,MOTIVATES,1.0
why_perceived_opposition/3924e79b,event/3f60ba54,MOTIVATES,1.0
why_irritation/5ed9e960,event/37443797,MOTIVATES,1.0
why_observation/a4ac980d,event/49734bcc,MOTIVATES,1.0
why_decision_on_apprenticeship/e40a1090,event/be73c0b2,MOTIVATES,1.0
why_anger/5e75ac2c,event/2ec49598,MOTIVATES,1.0
why_frustration/63d15f1c,event/78bd78f6,MOTIVATES,1.0
why_on_pip's_account/fc9d296f,event/ea2b5d1c,MOTIVATES,1.0
why_rare_occasion_when_not_at_work/8b39fa3b,event/1d30eeb3,MOTIVATES,1.0
why_urgent_reason_in_his_mind/e34027ad,event/f5be01bb,MOTIVATES,1.0
why_politeness/3896f12a,event/0eb8e2c8,MOTIVATES,1.0
why_confidence/43bd182b,event/0eb8e2c8,MOTIVATES,1.0
why_explanation/0aa16342,event/36550cc9,MOTIVATES,1.0
why_clarification/f07bbd77,event/534da411,MOTIVATES,1.0
why_friendship/8d8bfa8c,event/30d833ca,MOTIVATES,1.0
why_inquiry/2051727e,event/324a9d9b,MOTIVATES,1.0
why_reassurance/b4f6c068,event/d83748c2,MOTIVATES,1.0
why_mistake/b59254dc,event/77d39143,MOTIVATES,1.0
