entity_id,entity_name,entity_type,next_event_id,relationship,strength
why_imagination_influenced_by_tomb/997c08f9,imagination influenced by tombstone,whyfactor,event/844c4c05,MOTIVATES,1.0
why_desire_to_visualize_his_father/d3ad1430,desire to visualize his father,whyfactor,event/533b3d85,MOTIVATES,1.0
why_interpretation_of_the_inscript/d635fecc,interpretation of the inscription,whyfactor,event/deba44a3,MOTIVATES,1.0
why_reading_the_inscription/c44faff0,reading the inscription,whyfactor,event/0998afba,MOTIVATES,1.0
why_childish_conclusion/63e641fd,childish conclusion,whyfactor,event/7bb40f93,MOTIVATES,1.0
why_childish_conclusion/87acd999,childish conclusion,whyfactor,event/5e4bf369,MOTIVATES,1.0
why_childish_conclusion/cf63c129,childish conclusion,whyfactor,event/8b6672da,MOTIVATES,1.0
why_childish_conclusion/0ed644c9,childish conclusion,whyfactor,event/cc0e2955,MOTIVATES,1.0
why_childish_conclusion/9c74eb69,childish conclusion,whyfactor,event/f956c945,MOTIVATES,1.0
why_childish_conclusion/c163496a,childish conclusion,whyfactor,event/16d60431,MOTIVATES,1.0
agent_five_little_brothers/d03f5dcf,five little brothers,patient,event/cc0e2955,AFFECTED_IN,1.0
agent_five_little_brothers/1bde54f8,five little brothers,patient,event/f956c945,AFFECTED_IN,1.0
agent_five_little_brothers/ddf7f26a,five little brothers,patient,event/16d60431,AFFECTED_IN,1.0
agent_five_little_brothers/85449531,five little brothers,actor,event/ac5b35ea,ACTS_IN,1.0
why_universal_struggle/60288ffe,universal struggle,whyfactor,event/ac5b35ea,MOTIVATES,1.0
why_universal_struggle/9a6d53be,universal struggle,whyfactor,event/a1c7ae4d,MOTIVATES,1.0
why_universal_struggle/73f33189,universal struggle,whyfactor,event/04bb5315,MOTIVATES,1.0
why_universal_struggle/d3148637,universal struggle,whyfactor,event/c6ddcb71,MOTIVATES,1.0
why_universal_struggle/8463f0dc,universal struggle,whyfactor,event/74f55621,MOTIVATES,1.0
why_universal_struggle/ae2f5a7b,universal struggle,whyfactor,event/06d629a1,MOTIVATES,1.0
why_universal_struggle/2989e7fa,universal struggle,whyfactor,event/233b5f52,MOTIVATES,1.0
why_universal_struggle/f0591ea0,universal struggle,whyfactor,event/843c12bf,MOTIVATES,1.0
why_universal_struggle/320a0719,universal struggle,whyfactor,event/ebbf08c7,MOTIVATES,1.0
why_universal_struggle/b9969084,universal struggle,whyfactor,event/8d5335ea,MOTIVATES,1.0
why_universal_struggle/6b24c6ff,universal struggle,whyfactor,event/2c956235,MOTIVATES,1.0
why_universal_struggle/6110d550,universal struggle,whyfactor,event/3ef5290c,MOTIVATES,1.0
why_universal_struggle/056bad08,universal struggle,whyfactor,event/4956c11f,MOTIVATES,1.0
why_universal_struggle/495b342c,universal struggle,whyfactor,event/ceda416c,MOTIVATES,1.0
agent_philip_pirrip/10ed16d0,philip pirrip,actor,event/233b5f52,ACTS_IN,1.0
agent_georgiana/621606b0,georgiana,actor,event/843c12bf,ACTS_IN,1.0
agent_alexander/96a3a6b0,alexander,actor,event/ebbf08c7,ACTS_IN,1.0
agent_bartholomew/aa9c193c,bartholomew,actor,event/ebbf08c7,ACTS_IN,1.0
agent_abraham/a772c3d7,abraham,actor,event/ebbf08c7,ACTS_IN,1.0
agent_tobias/e3809603,tobias,actor,event/ebbf08c7,ACTS_IN,1.0
agent_roger/165d568a,roger,actor,event/ebbf08c7,ACTS_IN,1.0
agent_pip/744676e4,pip,actor,event/6b60e24c,ACTS_IN,1.0
why_fear_of_the_environment/5d51c416,fear of the environment,whyfactor,event/6b60e24c,MOTIVATES,1.0
why_fear_of_the_environment/73266f6d,fear of the environment,whyfactor,event/ba9cd624,MOTIVATES,1.0
why_fear_of_the_environment/763f3f14,fear of the environment,whyfactor,event/902052c7,MOTIVATES,1.0
agent_man/1f306220,man,actor,event/ba9cd624,ACTS_IN,1.0
agent_man/a30b2eea,man,actor,event/902052c7,ACTS_IN,1.0
agent_man/460eef36,man,actor,event/951feb61,ACTS_IN,1.0
agent_man/7aee71f8,man,actor,event/23d93212,ACTS_IN,1.0
agent_man/49e31510,man,actor,event/9b9452a5,ACTS_IN,1.0
agent_man/53ee5c8f,man,actor,event/522aac5c,ACTS_IN,1.0
agent_little_devil/f0b2ceb0,little devil,patient,event/951feb61,AFFECTED_IN,1.0
why_anger/a4cce2d3,anger,whyfactor,event/951feb61,MOTIVATES,1.0
why_fear_of_disturbance/4a3abdba,fear of disturbance,whyfactor,event/951feb61,MOTIVATES,1.0
why_disturbance/e0fdb3c1,disturbance,whyfactor,event/23d93212,MOTIVATES,1.0
agent_little_devil/bd0eb40f,little devil,actor,event/209acf85,ACTS_IN,1.0
why_fear_of_threat/57a9ea75,fear of threat,whyfactor,event/209acf85,MOTIVATES,1.0
why_fear_of_threat/24efb35d,fear of threat,whyfactor,event/b43e0625,MOTIVATES,1.0
why_fear_of_threat/087f16b6,fear of threat,whyfactor,event/21473715,MOTIVATES,1.0
why_fear_of_threat/1e92a7af,fear of threat,whyfactor,event/9da94db0,MOTIVATES,1.0
why_fear_of_threat/cf6073e8,fear of threat,whyfactor,event/d7cded5e,MOTIVATES,1.0
why_fear_of_threat/a4d5b0a1,fear of threat,whyfactor,event/ae945fc5,MOTIVATES,1.0
why_fear_of_threat/e6c80ab6,fear of threat,whyfactor,event/f94f6852,MOTIVATES,1.0
why_fear_of_threat/6efd37c9,fear of threat,whyfactor,event/48ad2117,MOTIVATES,1.0
why_fear_of_threat/2dece8c0,fear of threat,whyfactor,event/06f85755,MOTIVATES,1.0
why_fear_of_threat/d35f047b,fear of threat,whyfactor,event/5f89c156,MOTIVATES,1.0
why_fear_of_threat/561006d9,fear of threat,whyfactor,event/6e9ada31,MOTIVATES,1.0
why_fear_of_threat/fd8a431c,fear of threat,whyfactor,event/f639cd5d,MOTIVATES,1.0
why_fear_of_threat/bfe85663,fear of threat,whyfactor,event/6d10afa5,MOTIVATES,1.0
why_fear_of_threat/e65fde30,fear of threat,whyfactor,event/e9eb497b,MOTIVATES,1.0
why_fear_of_threat/558d342a,fear of threat,whyfactor,event/4cc0b482,MOTIVATES,1.0
why_fear_of_threat/a86cbbc3,fear of threat,whyfactor,event/2ea47835,MOTIVATES,1.0
why_fear_of_threat/b43c243a,fear of threat,whyfactor,event/7c7629f2,MOTIVATES,1.0
agent_fearful_man/ef8471b1,fearful man,actor,event/b43e0625,ACTS_IN,1.0
agent_fearful_man/53ca7c7c,fearful man,actor,event/21473715,ACTS_IN,1.0
agent_fearful_man/d9672735,fearful man,actor,event/9da94db0,ACTS_IN,1.0
agent_fearful_man/f89b6edf,fearful man,actor,event/d7cded5e,ACTS_IN,1.0
agent_fearful_man/fb0a9bce,fearful man,actor,event/ae945fc5,ACTS_IN,1.0
agent_fearful_man/b5aea6c8,fearful man,actor,event/f94f6852,ACTS_IN,1.0
agent_fearful_man/d4323aaa,fearful man,actor,event/48ad2117,ACTS_IN,1.0
agent_fearful_man/8359c908,fearful man,actor,event/06f85755,ACTS_IN,1.0
agent_fearful_man/3fabdf93,fearful man,actor,event/5f89c156,ACTS_IN,1.0
agent_fearful_man/39df20af,fearful man,actor,event/6e9ada31,ACTS_IN,1.0
agent_fearful_man/2b61d24e,fearful man,actor,event/f639cd5d,ACTS_IN,1.0
agent_fearful_man/aa95085d,fearful man,actor,event/6d10afa5,ACTS_IN,1.0
agent_fearful_man/602a4b8d,fearful man,actor,event/e9eb497b,ACTS_IN,1.0
agent_fearful_man/cfd1e624,fearful man,actor,event/4cc0b482,ACTS_IN,1.0
agent_fearful_man/4eaf0e07,fearful man,actor,event/2ea47835,ACTS_IN,1.0
agent_fearful_man/e10dc0bf,fearful man,actor,event/7c7629f2,ACTS_IN,1.0
agent_fearful_man/0ff8fee9,fearful man,actor,event/a10558e8,ACTS_IN,1.0
agent_me/134f266f,me,patient,event/a10558e8,AFFECTED_IN,1.0
agent_me/7da1de49,me,patient,event/8464b28e,AFFECTED_IN,1.0
agent_me/130c267f,me,patient,event/d29d9f2b,AFFECTED_IN,1.0
agent_me/15cfcf34,me,patient,event/ad5818e1,AFFECTED_IN,1.0
agent_me/11975194,me,patient,event/7e51aa2b,AFFECTED_IN,1.0
agent_me/a7a73159,me,patient,event/a5035348,AFFECTED_IN,1.0
agent_me/f3f1d919,me,patient,event/b7471da4,AFFECTED_IN,1.0
why_fear/1be8ae8c,fear,whyfactor,event/a10558e8,MOTIVATES,1.0
why_fear/d3a5f660,fear,whyfactor,event/d4978002,MOTIVATES,1.0
why_fear/bdf0d0d2,fear,whyfactor,event/8f587bcd,MOTIVATES,1.0
why_fear/02a63918,fear,whyfactor,event/15061597,MOTIVATES,1.0
why_fear/db6252aa,fear,whyfactor,event/a4cfb48f,MOTIVATES,1.0
why_fear/f7102d10,fear,whyfactor,event/bcb19c98,MOTIVATES,1.0
why_fear/03eca77b,fear,whyfactor,event/68561168,MOTIVATES,1.0
why_fear/86bad017,fear,whyfactor,event/b81d04f4,MOTIVATES,1.0
why_fear/0b53cc92,fear,whyfactor,event/1351736a,MOTIVATES,1.0
agent_speaker/ab221753,speaker,actor,event/88419fc4,ACTS_IN,1.0
agent_speaker/0b88bf7a,speaker,actor,event/4ad9426d,ACTS_IN,1.0
agent_speaker/bf7d0adb,speaker,actor,event/f1a46ff1,ACTS_IN,1.0
agent_speaker/66a52cc9,speaker,actor,event/2964d786,ACTS_IN,1.0
agent_speaker/b69829e6,speaker,actor,event/da80f988,ACTS_IN,1.0
agent_speaker/08f1e293,speaker,actor,event/89775366,ACTS_IN,1.0
agent_speaker/8dc23c9f,speaker,actor,event/5df0f03a,ACTS_IN,1.0
agent_speaker/730a6e62,speaker,actor,event/87c4a286,ACTS_IN,1.0
why_fear_of_being_harmed/5ecfc248,fear of being harmed,whyfactor,event/88419fc4,MOTIVATES,1.0
why_desperation_to_survive/3064705d,desperation to survive,whyfactor,event/4ad9426d,MOTIVATES,1.0
why_threat_to_life/4e95a6e5,threat to life,whyfactor,event/f1a46ff1,MOTIVATES,1.0
why_threat_to_life/55ce62e1,threat to life,whyfactor,event/af4407bc,MOTIVATES,1.0
why_threat_to_life/2f05b80f,threat to life,whyfactor,event/df5d53ea,MOTIVATES,1.0
why_threat_to_life/dc484299,threat to life,whyfactor,event/624b13ae,MOTIVATES,1.0
why_threat_to_life/df9d6d95,threat to life,whyfactor,event/047efa44,MOTIVATES,1.0
why_threat_to_life/f0864e72,threat to life,whyfactor,event/345e5693,MOTIVATES,1.0
why_threat_to_life/2bceaf21,threat to life,whyfactor,event/1004b799,MOTIVATES,1.0
why_threat_to_life/fd2e6dfd,threat to life,whyfactor,event/ca36ecf4,MOTIVATES,1.0
why_threat_to_life/d4ed9b63,threat to life,whyfactor,event/8464b28e,MOTIVATES,1.0
why_threat_to_life/be8372ec,threat to life,whyfactor,event/d29d9f2b,MOTIVATES,1.0
why_threat_to_life/9137704a,threat to life,whyfactor,event/ad5818e1,MOTIVATES,1.0
why_threat_to_life/2d9b59ff,threat to life,whyfactor,event/77f459e5,MOTIVATES,1.0
why_threat_to_life/8cb5f1fd,threat to life,whyfactor,event/bdb5de93,MOTIVATES,1.0
why_threat_to_life/db798934,threat to life,whyfactor,event/c815571f,MOTIVATES,1.0
why_threat_to_life/a51442b2,threat to life,whyfactor,event/454c5cd0,MOTIVATES,1.0
why_threat_to_life/1d2f4185,threat to life,whyfactor,event/0415cfb8,MOTIVATES,1.0
why_threat_to_life/5f3a5453,threat to life,whyfactor,event/2c742fb0,MOTIVATES,1.0
agent_the_man/b8c84d18,the man,actor,event/af4407bc,ACTS_IN,1.0
agent_the_man/99fadee8,the man,actor,event/df5d53ea,ACTS_IN,1.0
agent_the_man/f4ccffec,the man,actor,event/624b13ae,ACTS_IN,1.0
agent_the_man/2fc3b6b7,the man,actor,event/047efa44,ACTS_IN,1.0
agent_the_man/8719f3af,the man,actor,event/8464b28e,ACTS_IN,1.0
agent_the_man/26c34a7f,the man,actor,event/d29d9f2b,ACTS_IN,1.0
agent_the_man/8266be7b,the man,actor,event/ad5818e1,ACTS_IN,1.0
agent_the_man/cdef7b04,the man,actor,event/c815571f,ACTS_IN,1.0
agent_the_man/b3b7d75a,the man,actor,event/d4978002,ACTS_IN,1.0
agent_the_man/70101358,the man,actor,event/8f587bcd,ACTS_IN,1.0
agent_the_man/b7b2b4d5,the man,actor,event/15061597,ACTS_IN,1.0
agent_the_man/01f441f7,the man,actor,event/c4644fda,ACTS_IN,1.0
agent_the_man/5dac39f7,the man,actor,event/dbbda399,ACTS_IN,1.0
agent_the_man/0304cb77,the man,actor,event/fbcb8ba6,ACTS_IN,1.0
agent_the_man/75fd900f,the man,actor,event/24de4f2d,ACTS_IN,1.0
agent_the_man/b5a94430,the man,actor,event/bd09bb29,ACTS_IN,1.0
agent_the_man/4e18899b,the man,actor,event/34cb8ebd,ACTS_IN,1.0
agent_the_man/7db2e245,the man,actor,event/0e0720f6,ACTS_IN,1.0
agent_the_man/ea29ef8f,the man,actor,event/d2f485ee,ACTS_IN,1.0
agent_the_man/ee633c5f,the man,actor,event/50e41bad,ACTS_IN,1.0
agent_the_man/9c390b8f,the man,actor,event/14bba46a,ACTS_IN,1.0
agent_the_man/2b45a564,the man,actor,event/6764063d,ACTS_IN,1.0
agent_narrator/11c9babe,narrator,patient,event/af4407bc,AFFECTED_IN,1.0
agent_narrator/558093f2,narrator,patient,event/34cb8ebd,AFFECTED_IN,1.0
agent_narrator/5c7d8ebf,narrator,patient,event/d2f485ee,AFFECTED_IN,1.0
agent_narrator/b4b9693b,narrator,patient,event/50e41bad,AFFECTED_IN,1.0
agent_narrator/cb56e018,narrator,patient,event/14bba46a,AFFECTED_IN,1.0
agent_narrator/57ad9d51,narrator,patient,event/6db73d98,AFFECTED_IN,1.0
agent_i/4cd64247,i,actor,event/345e5693,ACTS_IN,1.0
agent_i/c0a8a26b,i,actor,event/332d3825,ACTS_IN,1.0
agent_i/90e2130e,i,actor,event/c47d37aa,ACTS_IN,1.0
agent_i/28f62a1b,i,actor,event/ead0bae1,ACTS_IN,1.0
agent_i/5e1d7004,i,actor,event/7cb6a785,ACTS_IN,1.0
agent_i/734a509b,i,actor,event/5d34daf3,ACTS_IN,1.0
agent_i/5c0550f2,i,actor,event/a8de42ac,ACTS_IN,1.0
agent_i/3a3520f1,i,actor,event/959f0649,ACTS_IN,1.0
agent_i/97e00004,i,actor,event/7f73eb9a,ACTS_IN,1.0
agent_i/54520aa8,i,actor,event/ac09f863,ACTS_IN,1.0
agent_i/7437eba5,i,actor,event/ed149cb4,ACTS_IN,1.0
agent_i/c0e54040,i,actor,event/3617f224,ACTS_IN,1.0
agent_i/9a348d25,i,actor,event/bad778b3,ACTS_IN,1.0
agent_i/444b727d,i,actor,event/93ddbec5,ACTS_IN,1.0
agent_i/b8bdfd3c,i,actor,event/8f23fabf,ACTS_IN,1.0
agent_i/25f7801a,i,actor,event/89398051,ACTS_IN,1.0
agent_our_village/465d2339,our village,patient,event/1004b799,AFFECTED_IN,1.0
agent_the_village/98bcf1ae,the village,patient,event/ca36ecf4,AFFECTED_IN,1.0
agent_my_pockets/78898037,my pockets,patient,event/77f459e5,AFFECTED_IN,1.0
agent_the_church/95ed53b0,the church,actor,event/bdb5de93,ACTS_IN,1.0
agent_the_church/398e6d99,the church,actor,event/73c0c305,ACTS_IN,1.0
agent_the_church/603a200e,the church,patient,event/c815571f,AFFECTED_IN,1.0
agent_me/e761bf32,me,actor,event/454c5cd0,ACTS_IN,1.0
agent_me/dead1130,me,actor,event/0415cfb8,ACTS_IN,1.0
agent_me/c59d10a9,me,actor,event/d4978002,ACTS_IN,1.0
agent_the_steeple/3e9bdaa9,the steeple,patient,event/454c5cd0,AFFECTED_IN,1.0
why_surprise/29c44adc,surprise,whyfactor,event/d4978002,MOTIVATES,1.0
why_surprise/533564be,surprise,whyfactor,event/8f587bcd,MOTIVATES,1.0
why_surprise/75b09a19,surprise,whyfactor,event/15061597,MOTIVATES,1.0
why_licking_his_lips/5d452ee2,licking his lips,whyfactor,event/c4644fda,MOTIVATES,1.0
why_licking_his_lips/f64ed8fd,licking his lips,whyfactor,event/fd007c2b,MOTIVATES,1.0
why_licking_his_lips/31049346,licking his lips,whyfactor,event/9299fc83,MOTIVATES,1.0
why_licking_his_lips/2e8887c7,licking his lips,whyfactor,event/42342879,MOTIVATES,1.0
agent_others/e6de49f2,others,patient,event/fd007c2b,AFFECTED_IN,1.0
why_intention_to_intimidate/d6789bf9,intention to intimidate,whyfactor,event/dbbda399,MOTIVATES,1.0
why_hunger/6290c9e8,hunger,whyfactor,event/fbcb8ba6,MOTIVATES,1.0
why_threatening_demeanor/3fbd6843,threatening demeanor,whyfactor,event/fbcb8ba6,MOTIVATES,1.0
why_threatening_situation/f5647dfd,threatening situation,whyfactor,event/24de4f2d,MOTIVATES,1.0
why_desire_for_reassurance/e35c7630,desire for reassurance,whyfactor,event/332d3825,MOTIVATES,1.0
why_to_keep_myself_upon_it/9941f0fe,to keep myself upon it,whyfactor,event/c47d37aa,MOTIVATES,1.0
why_to_keep_myself_upon_it/d9b87968,to keep myself upon it,whyfactor,event/ead0bae1,MOTIVATES,1.0
why_to_keep_myself_upon_it/44732a4d,to keep myself upon it,whyfactor,event/7cb6a785,MOTIVATES,1.0
why_to_keep_myself_upon_it/bc637f7e,to keep myself upon it,whyfactor,event/bd09bb29,MOTIVATES,1.0
why_to_keep_myself_upon_it/7b2b6dd0,to keep myself upon it,whyfactor,event/40dfd62e,MOTIVATES,1.0
why_to_keep_myself_upon_it/ee53ef9f,to keep myself upon it,whyfactor,event/c6ab563d,MOTIVATES,1.0
why_to_keep_myself_upon_it/8fb8a18d,to keep myself upon it,whyfactor,event/d1437106,MOTIVATES,1.0
why_to_keep_myself_upon_it/b04ae0f4,to keep myself upon it,whyfactor,event/597523bb,MOTIVATES,1.0
why_to_keep_myself_from_crying/2ba192c2,to keep myself from crying,whyfactor,event/c47d37aa,MOTIVATES,1.0
why_to_keep_myself_from_crying/24909b96,to keep myself from crying,whyfactor,event/ead0bae1,MOTIVATES,1.0
why_to_keep_myself_from_crying/56192e2a,to keep myself from crying,whyfactor,event/7cb6a785,MOTIVATES,1.0
why_to_keep_myself_from_crying/36b8eb3a,to keep myself from crying,whyfactor,event/bd09bb29,MOTIVATES,1.0
why_to_keep_myself_from_crying/2f7fbb83,to keep myself from crying,whyfactor,event/40dfd62e,MOTIVATES,1.0
why_to_keep_myself_from_crying/a353863c,to keep myself from crying,whyfactor,event/c6ab563d,MOTIVATES,1.0
why_to_keep_myself_from_crying/881d7674,to keep myself from crying,whyfactor,event/d1437106,MOTIVATES,1.0
why_to_keep_myself_from_crying/123e42ee,to keep myself from crying,whyfactor,event/597523bb,MOTIVATES,1.0
agent_he/de6c6b29,he,actor,event/40dfd62e,ACTS_IN,1.0
agent_he/031082cc,he,actor,event/c6ab563d,ACTS_IN,1.0
agent_he/c06461aa,he,actor,event/d1437106,ACTS_IN,1.0
agent_he/30259215,he,actor,event/597523bb,ACTS_IN,1.0
agent_he/3380326b,he,actor,event/ce6cc4d8,ACTS_IN,1.0
agent_he/ddfd0583,he,actor,event/9b7b4d89,ACTS_IN,1.0
agent_he/748be5b1,he,actor,event/f0932e11,ACTS_IN,1.0
agent_he/a8250ff0,he,actor,event/47f9d862,ACTS_IN,1.0
agent_he/7cd0e491,he,actor,event/59ed08dc,ACTS_IN,1.0
agent_he/bcd100fe,he,actor,event/72ac641c,ACTS_IN,1.0
agent_he/690c1d10,he,actor,event/a7fbebe2,ACTS_IN,1.0
agent_he/196dc36a,he,actor,event/ea8ded1d,ACTS_IN,1.0
agent_he/a59f7d31,he,actor,event/e891337a,ACTS_IN,1.0
agent_he/9c6654e8,he,actor,event/e30e3772,ACTS_IN,1.0
agent_he/eb434460,he,actor,event/7e51aa2b,ACTS_IN,1.0
agent_he/04e5b3e4,he,actor,event/a5035348,ACTS_IN,1.0
agent_he/0b98cab3,he,actor,event/b7471da4,ACTS_IN,1.0
agent_he/c7195361,he,actor,event/bcb19c98,ACTS_IN,1.0
agent_he/59304657,he,actor,event/9a85d881,ACTS_IN,1.0
agent_he/fb2a2853,he,actor,event/e9d41572,ACTS_IN,1.0
agent_he/43e11af8,he,actor,event/5f283034,ACTS_IN,1.0
agent_he/9f84c6c7,he,actor,event/738a3a64,ACTS_IN,1.0
agent_he/6ac90cfb,he,actor,event/50c26800,ACTS_IN,1.0
agent_he/7d5ee298,he,actor,event/902b499b,ACTS_IN,1.0
agent_he/b21729dc,he,actor,event/b1663db5,ACTS_IN,1.0
agent_he/e4bcee1e,he,actor,event/68561168,ACTS_IN,1.0
agent_he/6704c2c9,he,actor,event/1bad4134,ACTS_IN,1.0
agent_he/cd6ca2c6,he,actor,event/b81d04f4,ACTS_IN,1.0
agent_he/25de0c54,he,actor,event/f841ba52,ACTS_IN,1.0
agent_he/1962c4dd,he,actor,event/4a85b071,ACTS_IN,1.0
agent_he/97152dc5,he,actor,event/03b73100,ACTS_IN,1.0
agent_he/643d2b3d,he,actor,event/d37f8aea,ACTS_IN,1.0
agent_he/b8d91dce,he,actor,event/1351736a,ACTS_IN,1.0
agent_he/3c132910,he,actor,event/a1482720,ACTS_IN,1.0
why_desire_to_communicate/4f72b3ff,desire to communicate,whyfactor,event/2964d786,MOTIVATES,1.0
agent_georgiana/926a7c22,georgiana,patient,event/da80f988,AFFECTED_IN,1.0
why_clarification_of_relationship/4fde9c3a,clarification of relationship,whyfactor,event/da80f988,MOTIVATES,1.0
why_clarification_of_relationship/4e58262e,clarification of relationship,whyfactor,event/ce6cc4d8,MOTIVATES,1.0
why_clarification_of_relationship/cb48887d,clarification of relationship,whyfactor,event/9b7b4d89,MOTIVATES,1.0
why_clarification_of_relationship/459b8203,clarification of relationship,whyfactor,event/f0932e11,MOTIVATES,1.0
