:ID,name
place_churchyard_near_church_and_tombstones/46608779,churchyard near church and tombstones
place_on_a_high_tombstone/c6cf1c3c,on a high tombstone
place_on_a_high_tombstone/3681ba74,on a high tombstone
place_churchyard_near_tombstone/54804cd6,churchyard near tombstone
place_unspecified_location/76ba5ccf,unspecified location
place_unspecified_location/0d746e2f,unspecified location
place_unspecified_location/e2be157c,unspecified location
place_by_the_tombstone/9f5041e0,by the tombstone
place_on_the_tombstone/0c279cb2,on the tombstone
place_on_the_tombstone/a79e8c0a,on the tombstone
place_on_the_tombstone/888ff293,on the tombstone
place_by_the_tombstone/5f36bf50,by the tombstone
place_unspecified_immediate_setting_with_the_addressed_man/a8bc85c2,unspecified immediate setting with the addressed man
place_unspecified_immediate_setting_with_the_addressed_man/854f73fd,unspecified immediate setting with the addressed man
place_unspecified_location_(context_of_prior_conversation)/9c4979f5,unspecified location (context of prior conversation)
place_unspecified_location_(context_of_prior_conversation)/04a67ac1,unspecified location (context of prior conversation)
place_unspecified_location/944528c2,unspecified location
place_unspecified_location/a48dac78,unspecified location
place_unspecified_location/524299fe,unspecified location
place_unspecified_location/170be89a,unspecified location
place_near_pip's_tombstone/d75cf77c,near Pip's tombstone
place_pip's_tombstone/08f00753,Pip's tombstone
place_pip's_tombstone/1b373bcc,Pip's tombstone
place_pip's_tombstone/a67195fb,Pip's tombstone
place_pip's_tombstone/5ad46054,Pip's tombstone
place_pip's_tombstone/14e88bc6,Pip's tombstone
place_pip's_tombstone/81d103d8,Pip's tombstone
place_unspecified_outdoor_location_(near_river_and_marshes)/0ad1df5b,unspecified outdoor location (near river and marshes)
place_unspecified_outdoor_location_(near_river_and_marshes)/4122c432,unspecified outdoor location (near river and marshes)
place_unspecified_outdoor_location_(near_river_and_marshes)/1d7682c9,unspecified outdoor location (near river and marshes)
place_unspecified_location/2a54e343,unspecified location
place_unspecified_location/c1a92090,unspecified location
place_unspecified_location/508226a5,unspecified location
place_unspecified_location/5a52fd87,unspecified location
place_churchyard_(near_the_church)/55f0b064,churchyard (near the church)
place_churchyard_(near_the_church)/a5d38d05,churchyard (near the church)
"place_churchyard,_viewing_the_church/5ea8539a","churchyard, viewing the church"
place_on_the_top_of_the_stone_in_the_churchyard/17d925e0,on the top of the stone in the churchyard
place_on_the_top_of_the_stone_in_the_churchyard/390ca6dc,on the top of the stone in the churchyard
place_on_the_top_of_the_stone_in_the_churchyard/700d9f67,on the top of the stone in the churchyard
place_unspecified_outdoor_location_near_the_old_battery/8335e6cb,unspecified outdoor location near the old Battery
place_that_old_battery_over_yonder/6345bc24,that old Battery over yonder
place_unspecified_outdoor_location_near_the_old_battery/4a243731,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/de83f803,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/56865e27,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/1bf5feae,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/940aa604,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/b542507d,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/79aa5adc,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/a6d666f1,unspecified outdoor location near the old Battery
place_boy's_room_door/d6828e14,boy's room door
place_bed/055b81c3,bed
place_bed/e5857444,bed
place_bed/39347b4b,bed
place_bed/81d22b73,bed
place_unspecified_place_where_boy_hides/107331c0,unspecified place where boy hides
place_unspecified_place_where_boy_hides/e40cb412,unspecified place where boy hides
place_unspecified/4e00abf6,unspecified
place_unspecified/ea1e0a32,unspecified
place_the_battery/743f0fac,the Battery
place_the_cold_wet_flat/45652d5e,the cold wet flat
place_the_cold_wet_flat/462d445c,the cold wet flat
place_the_cold_wet_flat/a3f34886,the cold wet flat
place_the_cold_wet_flat/a6ce8792,the cold wet flat
place_near_the_low_church_wall/58f465c2,near the low church wall
place_near_the_low_church_wall/2493eccf,near the low church wall
place_towards_the_low_church_wall/3d8aceae,towards the low church wall
place_in_the_churchyard_near_the_low_church_wall/92aa9600,in the churchyard near the low church wall
place_among_the_nettles_and_the_brambles_that_bound_the_green_mounds/bf4f87eb,among the nettles and the brambles that bound the green mounds
place_in_the_churchyard/76d9ed29,in the churchyard
place_among_the_graves_in_the_churchyard/ecfa1206,among the graves in the churchyard
place_among_the_graves_in_the_churchyard/70e4c7b6,among the graves in the churchyard
place_low_church_wall/f12bd6de,low church wall
place_low_church_wall/b59f5c31,low church wall
place_low_church_wall/49f04f29,low church wall
place_near_the_low_church_wall/651c8d5e,near the low church wall
place_towards_home/7f56ef35,towards home
place_towards_home/1000d5d6,towards home
place_on_the_way_towards_home_(marsh_area_near_church_and_river)/c549cb33,on the way towards home (marsh area near church and river)
"place_towards_the_river,_on_the_marshes/7480d68d","towards the river, on the marshes"
"place_towards_the_river,_on_the_marshes/7192c063","towards the river, on the marshes"
place_among_the_great_stones_in_the_marshes_near_the_river/14bb1cc1,among the great stones in the marshes near the river
"place_marshes_near_the_river,_among_the_great_stones/360a675d","marshes near the river, among the great stones"
place_marshes/7f8ac0e9,marshes
place_the_marshes/c2796d4f,the marshes
place_the_marshes/fab71414,the marshes
place_the_river/c2d1104a,the river
place_the_sky_above_the_marshes/89d377fb,the sky above the marshes
place_the_marshes_and_surrounding_landscape/f4ae19ab,the marshes and surrounding landscape
place_edge_of_the_river/42e1fc0f,edge of the river
place_edge_of_the_river/320af7d0,edge of the river
place_river_(implied_shipping_channel)/ec5eca8a,river (implied shipping channel)
place_near_the_beacon/8ed0182c,near the beacon
place_edge_of_the_river_/_at_the_gibbet/335582e4,edge of the river / at the gibbet
"place_marshes_near_the_river,_towards_the_gibbet/4599ab06","marshes near the river, towards the gibbet"
place_edge_of_the_river_(pip’s_vantage)/e09e6576,edge of the river (Pip’s vantage)
place_gibbet_(imagined)/f2335b05,gibbet (imagined)
place_gibbet_(imagined)/282ca168,gibbet (imagined)
place_unspecified_outdoor_location/3d2ad278,unspecified outdoor location
place_unspecified_outdoor_location/ce1b2ca1,unspecified outdoor location
place_field_with_cattle_(outdoors)/5eb603b0,field with cattle (outdoors)
place_field_with_cattle_(outdoors)/c56276a5,field with cattle (outdoors)
place_field_with_cattle_(outdoors)/4a4f3bf9,field with cattle (outdoors)
place_unspecified_outdoor_location/adf372cf,unspecified outdoor location
place_unspecified_outdoor_location/bdb83ce4,unspecified outdoor location
place_unspecified_outdoor_location/2d51fa56,unspecified outdoor location
place_from_the_outdoor_location_to_philip_pirrip's_home/93973210,from the outdoor location to Philip Pirrip's home
place_among_the_graves_at_the_side_of_the_church_porch/9660a5fa,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/54d87422,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/d9e98b09,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/e726b944,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/0e81c67e,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/d9fe377b,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/496fb852,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/2ac8dedf,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/68fdd769,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/cf0bd7ad,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/cc489348,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/0ac3ee56,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/1caaaa9f,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/8619703f,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/26009211,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/49c4f9a9,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/acd74d1d,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/1d5fd186,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/ff94b03c,among the graves at the side of the church porch
place_among_the_graves_at_the_side_of_the_church_porch/6bbf0edb,among the graves at the side of the church porch
place_churchyard_near_tombstone/3ba66abe,churchyard near tombstone
place_churchyard_near_tombstone/e446b5ff,churchyard near tombstone
place_churchyard_near_tombstone/1e59aa5c,churchyard near tombstone
place_churchyard_near_tombstone/a33b1e00,churchyard near tombstone
place_churchyard_near_tombstone/558a3847,churchyard near tombstone
place_churchyard_near_tombstone/2a2a25a5,churchyard near tombstone
place_by_the_tombstone/989d5535,by the tombstone
place_by_the_tombstone/aa074a60,by the tombstone
place_by_the_tombstone/9e0c933c,by the tombstone
place_by_the_tombstone/3a174937,by the tombstone
place_by_the_tombstone/1e908a76,by the tombstone
place_by_the_tombstone/c8a4d481,by the tombstone
place_unspecified_immediate_setting_with_the_addressed_man/2c2ce5a1,unspecified immediate setting with the addressed man
place_unspecified_immediate_setting_with_the_addressed_man/40f87fa3,unspecified immediate setting with the addressed man
place_unspecified_immediate_setting_with_the_addressed_man/ccc4b39c,unspecified immediate setting with the addressed man
place_unspecified_location/94e6be22,unspecified location
place_unspecified_location/0b2890ee,unspecified location
place_unspecified_location/a4d59090,unspecified location
place_unspecified_location/0148bb9d,unspecified location
place_unspecified_location/3f2cfef7,unspecified location
place_unspecified_location/0cabd501,unspecified location
place_unspecified_location/384e9f12,unspecified location
place_unspecified_location/db15eaba,unspecified location
place_unspecified_location/1c9f7c93,unspecified location
place_unspecified_location/19569df7,unspecified location
place_unspecified_location/afb2c052,unspecified location
place_unspecified_location/8e5d26fc,unspecified location
place_unspecified_location/99b4a449,unspecified location
place_unspecified_location/3d453a24,unspecified location
place_unspecified_location/c3df6f45,unspecified location
place_unspecified_location/6d2446ee,unspecified location
place_unspecified_location/5877223f,unspecified location
place_unspecified_location/aaeef807,unspecified location
place_unspecified_location/786b0fa1,unspecified location
place_unspecified_outdoor_location_near_the_old_battery/92eb4e16,unspecified outdoor location near the old Battery
place_unspecified_outdoor_location_near_the_old_battery/fa162b2e,unspecified outdoor location near the old Battery
place_unspecified_place_where_boy_hides/a45ec8d6,unspecified place where boy hides
place_unspecified_place_where_boy_hides/20d093c9,unspecified place where boy hides
place_unspecified_place_where_boy_hides/75d8cd28,unspecified place where boy hides
place_unspecified_place_where_boy_hides/a25e301a,unspecified place where boy hides
place_the_battery/eebdf6a5,the Battery
place_the_battery/9a44a3af,the Battery
place_the_battery/b66dc641,the Battery
place_the_battery/9eb0f16d,the Battery
place_the_battery/52dfb053,the Battery
place_the_battery/1d355dca,the Battery
place_the_battery/7d77ce44,the Battery
place_the_battery/4a80fe4b,the Battery
